popularity,title,genres,release_year,budget,revenue,Is_Novel,production_companies
1.038162,The Big Year,Comedy,2011,39745319.7462504,7220449.83946768,Yes,Ingenious Media|Dune Entertainment|Fox 2000 Pictures|Deuce Three Productions|Sunswept Entertainment
1.029084,Beastly,Drama,2011,16479766.724055,41844620.0347432,Yes,"CBS Films|Mel's Cite du Cinema|Storefront Films"
1.029084,Beastly,Fantasy,2011,16479766.724055,41844620.0347432,Yes,"CBS Films|Mel's Cite du Cinema|Storefront Films"
1.029084,Beastly,Romance,2011,16479766.724055,41844620.0347432,Yes,"CBS Films|Mel's Cite du Cinema|Storefront Films"
1.024786,A Very Harold & Kumar Christmas,Comedy,2011,18418562.809238,34304294.0455695,No,New Line Cinema|Mandate Pictures
1.013771,The Thing,Horror,2011,33928931.4907015,27267877.6387015,No,Universal Pictures
1.013771,The Thing,Science Fiction,2011,33928931.4907015,27267877.6387015,No,Universal Pictures
1.013771,The Thing,Mystery,2011,33928931.4907015,27267877.6387015,No,Universal Pictures
1.013771,The Thing,Thriller,2011,33928931.4907015,27267877.6387015,No,Universal Pictures
1.013101,Tower Heist,Action,2011,72704853.1943604,148250646.588494,No,Universal Pictures
1.013101,Tower Heist,Comedy,2011,72704853.1943604,148250646.588494,No,Universal Pictures
1.011185,"New Year's Eve",Comedy,2011,54286290.3851225,137697794.037814,No,New Line Cinema
1.011185,"New Year's Eve",Romance,2011,54286290.3851225,137697794.037814,No,New Line Cinema
1.004841,Your Highness,Adventure,2011,48372962.3253145,25322264.746483,No,Universal Pictures
1.004841,Your Highness,Fantasy,2011,48372962.3253145,25322264.746483,No,Universal Pictures
1.004841,Your Highness,Action,2011,48372962.3253145,25322264.746483,No,Universal Pictures
1.004841,Your Highness,Comedy,2011,48372962.3253145,25322264.746483,No,Universal Pictures
0.941604,Apollo 18,Horror,2011,4846990.21295736,24780648.4885146,No,Bazelevs Production|Dimension Films|Bekmambetov Projects Ltd.
0.941604,Apollo 18,Thriller,2011,4846990.21295736,24780648.4885146,No,Bazelevs Production|Dimension Films|Bekmambetov Projects Ltd.
0.941604,Apollo 18,Science Fiction,2011,4846990.21295736,24780648.4885146,No,Bazelevs Production|Dimension Films|Bekmambetov Projects Ltd.
0.93488,Fright Night,Horror,2011,16479766.724055,24159567.7648008,No,Touchstone Pictures
0.93488,Fright Night,Comedy,2011,16479766.724055,24159567.7648008,No,Touchstone Pictures
0.93092,Happy Feet Two,Music,2011,126021745.536891,145803733.733501,No,Village Roadshow Pictures|Warner Bros.|Dr D Studios|Kennedy Miller Mitchell
0.93092,Happy Feet Two,Family,2011,126021745.536891,145803733.733501,No,Village Roadshow Pictures|Warner Bros.|Dr D Studios|Kennedy Miller Mitchell
0.93092,Happy Feet Two,Animation,2011,126021745.536891,145803733.733501,No,Village Roadshow Pictures|Warner Bros.|Dr D Studios|Kennedy Miller Mitchell
0.93092,Happy Feet Two,Comedy,2011,126021745.536891,145803733.733501,No,Village Roadshow Pictures|Warner Bros.|Dr D Studios|Kennedy Miller Mitchell
0.929466,Scream 4,Horror,2011,38775921.7036589,94166052.0683077,No,Dimension Films
0.929466,Scream 4,Mystery,2011,38775921.7036589,94166052.0683077,No,Dimension Films
0.921653,Mars Needs Moms,Adventure,2011,145409706.388721,37799503.280443,No,Walt Disney Animation Studios
0.921653,Mars Needs Moms,Animation,2011,145409706.388721,37799503.280443,No,Walt Disney Animation Studios
0.921653,Mars Needs Moms,Family,2011,145409706.388721,37799503.280443,No,Walt Disney Animation Studios
0.91973,Attack the Block,Action,2011,13911376.6615482,3843354.97029764,No,UK Film Council|Studio Canal|Film4
0.91973,Attack the Block,Comedy,2011,13911376.6615482,3843354.97029764,No,UK Film Council|Studio Canal|Film4
0.91973,Attack the Block,Science Fiction,2011,13911376.6615482,3843354.97029764,No,UK Film Council|Studio Canal|Film4
0.917718,Diary of a Wimpy Kid: Rodrick Rules,Family,2011,20357358.8944209,70201279.9931754,Yes,Fox 2000 Pictures|Color Force
0.917718,Diary of a Wimpy Kid: Rodrick Rules,Comedy,2011,20357358.8944209,70201279.9931754,Yes,Fox 2000 Pictures|Color Force
0.907952,Extremely Loud & Incredibly Close,Drama,2011,38775921.7036589,53557187.6987266,Yes,Paramount Pictures
0.904531,Alvin and the Chipmunks: Chipwrecked,Comedy,2011,72704853.1943604,332208283.894033,No,Fox 2000 Pictures
0.904531,Alvin and the Chipmunks: Chipwrecked,Fantasy,2011,72704853.1943604,332208283.894033,No,Fox 2000 Pictures
0.904531,Alvin and the Chipmunks: Chipwrecked,Family,2011,72704853.1943604,332208283.894033,No,Fox 2000 Pictures
0.904531,Alvin and the Chipmunks: Chipwrecked,Music,2011,72704853.1943604,332208283.894033,No,Fox 2000 Pictures
0.904531,Alvin and the Chipmunks: Chipwrecked,Animation,2011,72704853.1943604,332208283.894033,No,Fox 2000 Pictures
0.903312,The Beaver,Drama,2011,20357358.8944209,941107.130116483,No,Summit Entertainment|Participant Media|Imagenation Abu Dhabi FZ|Anonymous Content
0.897265,Straw Dogs,Thriller,2011,24234951.0647868,10008492.8962511,No,Battleplan Productions
0.8958290000000001,The Best Exotic Marigold Hotel,Drama,2011,9693980.42591472,132648701.782141,No,Participant Media|Imagenation Abu Dhabi FZ
0.8958290000000001,The Best Exotic Marigold Hotel,Comedy,2011,9693980.42591472,132648701.782141,No,Participant Media|Imagenation Abu Dhabi FZ
0.8790030000000001,The Smurfs,Animation,2011,106633784.685062,546497490.228468,No,Columbia Pictures|Sony Pictures Animation|Kerner Entertainment Company
0.8790030000000001,The Smurfs,Family,2011,106633784.685062,546497490.228468,No,Columbia Pictures|Sony Pictures Animation|Kerner Entertainment Company
0.8790030000000001,The Smurfs,Adventure,2011,106633784.685062,546497490.228468,No,Columbia Pictures|Sony Pictures Animation|Kerner Entertainment Company
0.8790030000000001,The Smurfs,Comedy,2011,106633784.685062,546497490.228468,No,Columbia Pictures|Sony Pictures Animation|Kerner Entertainment Company
0.8790030000000001,The Smurfs,Fantasy,2011,106633784.685062,546497490.228468,No,Columbia Pictures|Sony Pictures Animation|Kerner Entertainment Company
0.8638040000000001,Hanna,Action,2011,29081941.2777442,61830221.5656166,No,Focus Features|Neunte Babelsberg Film|Focus Features|Holleran Company|Sechzehnte Babelsberg Film
0.8638040000000001,Hanna,Thriller,2011,29081941.2777442,61830221.5656166,No,Focus Features|Neunte Babelsberg Film|Focus Features|Holleran Company|Sechzehnte Babelsberg Film
0.8638040000000001,Hanna,Adventure,2011,29081941.2777442,61830221.5656166,No,Focus Features|Neunte Babelsberg Film|Focus Features|Holleran Company|Sechzehnte Babelsberg Film
0.852907,A Few Best Men,Comedy,2011,12086831.890869,28119728.4134444,No,Parabolic Pictures|Stable Way Entertainment|Quickfire Films|Screen Australia|Screen NSW
0.8461879999999999,Flypaper,Mystery,2011,4846990.21295736,3045997.93712097,No,Rising Star|The Safran Company|Foresight Unlimited|Shifting Gears Entertainment
0.8461879999999999,Flypaper,Comedy,2011,4846990.21295736,3045997.93712097,No,Rising Star|The Safran Company|Foresight Unlimited|Shifting Gears Entertainment
0.8461879999999999,Flypaper,Crime,2011,4846990.21295736,3045997.93712097,No,Rising Star|The Safran Company|Foresight Unlimited|Shifting Gears Entertainment
0.846125,Margin Call,Thriller,2011,3392893.14907015,18907177.2292277,No,Benaroya Pictures|Before the Door Pictures|Washington Square Films|Untitled Entertainment
0.846125,Margin Call,Drama,2011,3392893.14907015,18907177.2292277,No,Benaroya Pictures|Before the Door Pictures|Washington Square Films|Untitled Entertainment
0.827785,Gnomeo & Juliet,Animation,2011,34898329.533293,183906860.236068,No,Starz Animation|Touchstone Pictures
0.827785,Gnomeo & Juliet,Family,2011,34898329.533293,183906860.236068,No,Starz Animation|Touchstone Pictures
0.815155,Blitz,Crime,2011,15292203.7131823,719172.172847549,Yes,Davis-Films|Current Entertainment|Lionsgate|Lipsync Productions|Blitz Films
0.815155,Blitz,Action,2011,15292203.7131823,719172.172847549,Yes,Davis-Films|Current Entertainment|Lionsgate|Lipsync Productions|Blitz Films
0.815155,Blitz,Thriller,2011,15292203.7131823,719172.172847549,Yes,Davis-Films|Current Entertainment|Lionsgate|Lipsync Productions|Blitz Films
0.8083359999999999,The Descendants,Comedy,2011,19387960.8518294,171819196.601678,No,Fox Searchlight Pictures|Dune Entertainment|Ad Hominem Enterprises
0.8083359999999999,The Descendants,Drama,2011,19387960.8518294,171819196.601678,No,Fox Searchlight Pictures|Dune Entertainment|Ad Hominem Enterprises
0.8067350000000001,Hop,Animation,2011,61072076.6832628,178324379.003614,No,Universal Pictures
0.806361,The Rum Diary,Drama,2011,43622911.9166163,23265553.0221953,No,FilmEngine|Infinitum Nihil|GK Films
0.806361,The Rum Diary,Comedy,2011,43622911.9166163,23265553.0221953,No,FilmEngine|Infinitum Nihil|GK Films
0.802769,The Guard,Action,2011,5816388.25554883,18961691.3281529,No,UK Film Council|Crescendo Productions|Element Pictures|Irish Film Board|Prescience
0.802769,The Guard,Comedy,2011,5816388.25554883,18961691.3281529,No,UK Film Council|Crescendo Productions|Element Pictures|Irish Film Board|Prescience
0.802769,The Guard,Thriller,2011,5816388.25554883,18961691.3281529,No,UK Film Council|Crescendo Productions|Element Pictures|Irish Film Board|Prescience
0.802769,The Guard,Crime,2011,5816388.25554883,18961691.3281529,No,UK Film Council|Crescendo Productions|Element Pictures|Irish Film Board|Prescience
0.80048,Our Idiot Brother,Comedy,2011,9693980.42591472,16744987.2427218,No,The Weinstein Company
0.80048,Our Idiot Brother,Drama,2011,9693980.42591472,16744987.2427218,No,The Weinstein Company
0.786615,The Ledge,Drama,2011,9693980.42591472,592288.632450793,No,Rising Star|Foresight Unlimited|VIP Media Group|Michael Mailer Films|Ledge Productions
0.786615,The Ledge,Thriller,2011,9693980.42591472,592288.632450793,No,Rising Star|Foresight Unlimited|VIP Media Group|Michael Mailer Films|Ledge Productions
0.785489,Footloose,Drama,2011,23265553.0221953,61598777.7829479,No,Spyglass Entertainment|MTV Films
0.785489,Footloose,Music,2011,23265553.0221953,61598777.7829479,No,Spyglass Entertainment|MTV Films
0.785489,Footloose,Romance,2011,23265553.0221953,61598777.7829479,No,Spyglass Entertainment|MTV Films
0.7803180000000001,Trespass,Crime,2011,34898329.533293,9318308.63307121,No,Nu Image Films|Winkler Films|Millennium Films
0.7803180000000001,Trespass,Drama,2011,34898329.533293,9318308.63307121,No,Nu Image Films|Winkler Films|Millennium Films
0.7803180000000001,Trespass,Thriller,2011,34898329.533293,9318308.63307121,No,Nu Image Films|Winkler Films|Millennium Films
0.779648,Carnage,Comedy,2011,24234951.0647868,26758361.0581173,No,Wild Bunch|Zanagar Films|Canal+|Constantin Film Produktion|CinéCinéma
0.779648,Carnage,Drama,2011,24234951.0647868,26758361.0581173,No,Wild Bunch|Zanagar Films|Canal+|Constantin Film Produktion|CinéCinéma
0.779536,Another Earth,Drama,2011,96939.8042591472,1722557.31081228,No,Artists Public Domain
0.779536,Another Earth,Science Fiction,2011,96939.8042591472,1722557.31081228,No,Artists Public Domain
0.771868,The Ides of March,Drama,2011,12117475.5323934,73667524.5839344,No,Appian Way|Crystal City Entertainment|Cross Creek Pictures|Exclusive Media Group|Smokehouse Pictures
0.7605029999999999,Transformers: Dark of the Moon,Action,2011,189032618.305337,1089358138.29045,No,Paramount Pictures
0.7605029999999999,Transformers: Dark of the Moon,Science Fiction,2011,189032618.305337,1089358138.29045,No,Paramount Pictures
0.7605029999999999,Transformers: Dark of the Moon,Adventure,2011,189032618.305337,1089358138.29045,No,Paramount Pictures
0.760193,Paranormal Activity 3,Horror,2011,4846990.21295736,199408878.522792,No,Paramount Pictures
0.747362,The Dilemma,Comedy,2011,67857862.9814031,65058885.1146992,No,Universal Pictures
0.747362,The Dilemma,Drama,2011,67857862.9814031,65058885.1146992,No,Universal Pictures
0.734516,Take Me Home Tonight,Comedy,2011,18418562.809238,6716055.55814062,No,Imagine Entertainment|Rogue Pictures|Relativity Media|Internationale Filmproduktion Blackbird Dritte
0.734516,Take Me Home Tonight,Drama,2011,18418562.809238,6716055.55814062,No,Imagine Entertainment|Rogue Pictures|Relativity Media|Internationale Filmproduktion Blackbird Dritte
0.734516,Take Me Home Tonight,Romance,2011,18418562.809238,6716055.55814062,No,Imagine Entertainment|Rogue Pictures|Relativity Media|Internationale Filmproduktion Blackbird Dritte
0.70252,A Lonely Place to Die,Adventure,2011,3877592.17036589,24569393.3894809,No,Carnaby International|Molinare Studios|Eigerwand Pictures
0.70252,A Lonely Place to Die,Action,2011,3877592.17036589,24569393.3894809,No,Carnaby International|Molinare Studios|Eigerwand Pictures
0.70252,A Lonely Place to Die,Thriller,2011,3877592.17036589,24569393.3894809,No,Carnaby International|Molinare Studios|Eigerwand Pictures
0.70252,A Lonely Place to Die,Crime,2011,3877592.17036589,24569393.3894809,No,Carnaby International|Molinare Studios|Eigerwand Pictures
0.699052,The Muppets,Comedy,2011,43622911.9166163,160129276.014766,No,Walt Disney Pictures
0.699052,The Muppets,Family,2011,43622911.9166163,160129276.014766,No,Walt Disney Pictures
0.699052,The Muppets,Music,2011,43622911.9166163,160129276.014766,No,Walt Disney Pictures
0.688697,Spy Kids: All the Time in the World,Family,2011,26173747.1499698,82945874.6296899,No,Dimension Films
0.688697,Spy Kids: All the Time in the World,Comedy,2011,26173747.1499698,82945874.6296899,No,Dimension Films
0.688697,Spy Kids: All the Time in the World,Action,2011,26173747.1499698,82945874.6296899,No,Dimension Films
0.687144,Trust,Crime,2011,9209281.40461899,116327.765110977,No,Nu Image Films|Millennium Films|Dark Harbor Stories
0.687144,Trust,Drama,2011,9209281.40461899,116327.765110977,No,Nu Image Films|Millennium Films|Dark Harbor Stories
0.687144,Trust,Thriller,2011,9209281.40461899,116327.765110977,No,Nu Image Films|Millennium Films|Dark Harbor Stories
0.666454,Seeking Justice,Action,2011,16479766.724055,11977686.3958556,No,Endgame Entertainment|Maguire Entertainment|Ram Bergman Productions|Aura Film Partnership|Fierce Entertainment
0.666454,Seeking Justice,Drama,2011,16479766.724055,11977686.3958556,No,Endgame Entertainment|Maguire Entertainment|Ram Bergman Productions|Aura Film Partnership|Fierce Entertainment
0.666454,Seeking Justice,Thriller,2011,16479766.724055,11977686.3958556,No,Endgame Entertainment|Maguire Entertainment|Ram Bergman Productions|Aura Film Partnership|Fierce Entertainment
0.6611779999999999,Arthur,Comedy,2011,38775921.7036589,44335804.3289439,No,Warner Bros.
0.6611779999999999,Arthur,Romance,2011,38775921.7036589,44335804.3289439,No,Warner Bros.
0.658095,The Eagle,Adventure,2011,24234951.0647868,26292052.4870876,No,Toledo Productions|Film4|Focus Features|Prime Focus|Twins Financing
0.658095,The Eagle,Drama,2011,24234951.0647868,26292052.4870876,No,Toledo Productions|Film4|Focus Features|Prime Focus|Twins Financing
0.656612,The Sitter,Comedy,2011,24234951.0647868,33872888.6510632,No,Twentieth Century Fox Film Corporation
0.6447229999999999,Rundskop,Crime,2011,1938796.08518294,40782.5756518232,No,Waterland|Waterland Film|Artemis|Savage Films
0.6447229999999999,Rundskop,Drama,2011,1938796.08518294,40782.5756518232,No,Waterland|Waterland Film|Artemis|Savage Films
0.626306,W.E.,Drama,2011,14540970.6388721,841863.066710096,No,IM Global|Semtex Films
0.626306,W.E.,Romance,2011,14540970.6388721,841863.066710096,No,IM Global|Semtex Films
0.604152,The Innkeepers,Horror,2011,727048.531943604,75996.9289470011,No,Glass Eye Pix|Dark Sky Films
0.604152,The Innkeepers,Thriller,2011,727048.531943604,75996.9289470011,No,Glass Eye Pix|Dark Sky Films
0.601594,Restless,Drama,2011,7755184.34073178,158268.771423697,No,Columbia Pictures|Imagine Entertainment|360 Pictures
0.601594,Restless,Romance,2011,7755184.34073178,158268.771423697,No,Columbia Pictures|Imagine Entertainment|360 Pictures
0.597001,Coriolanus,Drama,2011,7464364.92795434,1039778.2792797,No,BBC Films|Synchronistic Pictures|Icon Entertainment International|Lipsync Productions|Atlantic Swiss Productions
0.597001,Coriolanus,Thriller,2011,7464364.92795434,1039778.2792797,No,BBC Films|Synchronistic Pictures|Icon Entertainment International|Lipsync Productions|Atlantic Swiss Productions
0.588821,J. Edgar,Drama,2011,33928931.4907015,82016919.8734354,No,Imagine Entertainment|Malpaso Productions|Wintergreen Productions
0.588821,J. Edgar,Crime,2011,33928931.4907015,82016919.8734354,No,Imagine Entertainment|Malpaso Productions|Wintergreen Productions
0.588821,J. Edgar,History,2011,33928931.4907015,82016919.8734354,No,Imagine Entertainment|Malpaso Productions|Wintergreen Productions
0.5870449999999999,Sanctum,Action,2011,29081941.2777442,105285652.52121,No,Universal Pictures
0.5870449999999999,Sanctum,Thriller,2011,29081941.2777442,105285652.52121,No,Universal Pictures
0.58425,"I Don't Know How She Does It",Comedy,2011,23265553.0221953,29616559.4512432,No,The Weinstein Company
0.5806939999999999,A Dangerous Method,Drama,2011,14540970.6388721,26621648.7909668,Yes,Recorded Pictures Company|The Movie Network|Millbrook Pictures|Prospero Pictures|Lago Film
0.5806939999999999,A Dangerous Method,Thriller,2011,14540970.6388721,26621648.7909668,Yes,Recorded Pictures Company|The Movie Network|Millbrook Pictures|Prospero Pictures|Lago Film
0.578282,Soul Surfer,Action,2011,17449164.7666465,45647974.7336094,Yes,Mandalay Pictures|TriStar Pictures|Brookwell-McNamara Entertainment|FilmDistrict|Affirm Films
0.578282,Soul Surfer,Drama,2011,17449164.7666465,45647974.7336094,Yes,Mandalay Pictures|TriStar Pictures|Brookwell-McNamara Entertainment|FilmDistrict|Affirm Films
0.570978,30 Minutes or Less,Action,2011,27143145.1925612,39306608.9680952,No,Columbia Pictures
0.570978,30 Minutes or Less,Comedy,2011,27143145.1925612,39306608.9680952,No,Columbia Pictures
0.570978,30 Minutes or Less,Adventure,2011,27143145.1925612,39306608.9680952,No,Columbia Pictures
0.570634,The Awakening,Drama,2011,4651399.61689389,203278.891939261,No,BBC Films|Studio Canal|Creative Scotland|Origin Pictures|Lipsync Productions
0.570634,The Awakening,Horror,2011,4651399.61689389,203278.891939261,No,BBC Films|Studio Canal|Creative Scotland|Origin Pictures|Lipsync Productions
0.570634,The Awakening,Thriller,2011,4651399.61689389,203278.891939261,No,BBC Films|Studio Canal|Creative Scotland|Origin Pictures|Lipsync Productions
0.566856,Hoodwinked Too! Hood VS. Evil,Comedy,2011,29081941.2777442,13108034.5648566,No,HW Two
0.566856,Hoodwinked Too! Hood VS. Evil,Animation,2011,29081941.2777442,13108034.5648566,No,HW Two
0.566856,Hoodwinked Too! Hood VS. Evil,Family,2011,29081941.2777442,13108034.5648566,No,HW Two
0.539108,5 Days of War,War,2011,19387960.8518294,16944.1083864563,No,Midnight Sun Pictures|Dispictures|Georgia International Films|Rex Media
0.539108,5 Days of War,Drama,2011,19387960.8518294,16944.1083864563,No,Midnight Sun Pictures|Dispictures|Georgia International Films|Rex Media
0.530139,Water for Elephants,Drama,2011,36837125.618476,110662825.911622,No,Ingenious Media|Dune Entertainment|Fox 2000 Pictures|Flashpoint Entertainment|Big Screen Productions
0.530139,Water for Elephants,Romance,2011,36837125.618476,110662825.911622,No,Ingenious Media|Dune Entertainment|Fox 2000 Pictures|Flashpoint Entertainment|Big Screen Productions
0.528255,Dream House,Drama,2011,48469902.1295736,37324093.0311913,No,Cliffjack Motion Pictures|Morgan Creek Productions
0.528255,Dream House,Thriller,2011,48469902.1295736,37324093.0311913,No,Cliffjack Motion Pictures|Morgan Creek Productions
0.528255,Dream House,Mystery,2011,48469902.1295736,37324093.0311913,No,Cliffjack Motion Pictures|Morgan Creek Productions
0.524684,A Better Life,Drama,2011,9693980.42591472,1705415.44522513,No,Summit Entertainment|Witt/Thomas Productions|Depth of Field|McLaughlin Films|Lime Orchard Productions
0.5204300000000001,"Love, Wedding, Marriage",Comedy,2011,0.969398042591472,1335.83050269105,No,120dB Films|Scion Films|Voodoo Production Services|Chydzik Media Group|First Wedding Productions
0.5204300000000001,"Love, Wedding, Marriage",Romance,2011,0.969398042591472,1335.83050269105,No,120dB Films|Scion Films|Voodoo Production Services|Chydzik Media Group|First Wedding Productions
0.512775,Rampart,Crime,2011,11632776.5110977,942751.229196718,No,Lightstream Pictures|Waypoint Entertainment|TheThird Mind Pictures|Amalgam Features
0.512775,Rampart,Drama,2011,11632776.5110977,942751.229196718,No,Lightstream Pictures|Waypoint Entertainment|TheThird Mind Pictures|Amalgam Features
0.512775,Rampart,Action,2011,11632776.5110977,942751.229196718,No,Lightstream Pictures|Waypoint Entertainment|TheThird Mind Pictures|Amalgam Features
0.512775,Rampart,Thriller,2011,11632776.5110977,942751.229196718,No,Lightstream Pictures|Waypoint Entertainment|TheThird Mind Pictures|Amalgam Features
0.509532,Take Shelter,Thriller,2011,4846990.21295736,3004468.92497635,No,Hydraulx|REI Capital|Grove Hill Productions|Strange Matter Films
0.509532,Take Shelter,Drama,2011,4846990.21295736,3004468.92497635,No,Hydraulx|REI Capital|Grove Hill Productions|Strange Matter Films
0.506031,Prom,Comedy,2011,7755184.34073178,9820002.17145162,No,Walt Disney Pictures|Rickshaw Productions
0.49518,Pina,Documentary,2011,4185808.40041568,14177277.6976409,No,Neue Road Movies|Zweites Deutsches Fernsehen (ZDF)|ARTE|Eurowide Film Production|Recorded Picture Company (RPC)
0.487945,Courageous,Drama,2011,969398.042591472,33465773.4633102,No,TriStar Pictures|Provident Films|Affirm Films|Sherwood Pictures|Alabama Production Group
0.484734,Black Gold,Adventure,2011,38775921.7036589,5279341.73995316,No,"France 2 Cinéma|Quinta Communications|Carthago Films S.a.r.l.|Prima TV|Doha Film Institute, The"
0.484734,Black Gold,Drama,2011,38775921.7036589,5279341.73995316,No,"France 2 Cinéma|Quinta Communications|Carthago Films S.a.r.l.|Prima TV|Doha Film Institute, The"
0.482368,Killer Joe,Drama,2011,9693980.42591472,3552910.71456269,No,Voltage pictures|Worldview Entertainment|ANA Media|Picture Perfect (I)
0.482368,Killer Joe,Thriller,2011,9693980.42591472,3552910.71456269,No,Voltage pictures|Worldview Entertainment|ANA Media|Picture Perfect (I)
0.475663,"Big Mommas: Like Father, Like Son",Crime,2011,31020737.3629271,81056618.6620756,No,Twentieth Century Fox Film Corporation|Regency Enterprises|New Regency Pictures|The Collective Studios|Runteldat Entertainment
0.475663,"Big Mommas: Like Father, Like Son",Comedy,2011,31020737.3629271,81056618.6620756,No,Twentieth Century Fox Film Corporation|Regency Enterprises|New Regency Pictures|The Collective Studios|Runteldat Entertainment
0.475663,"Big Mommas: Like Father, Like Son",Action,2011,31020737.3629271,81056618.6620756,No,Twentieth Century Fox Film Corporation|Regency Enterprises|New Regency Pictures|The Collective Studios|Runteldat Entertainment
0.46351,From Prada to Nada,Comedy,2011,90.1540179610069,2423495.10647868,No,Lewis Gilbert Productions|Lionsgate|Modern VideoFilm
0.46351,From Prada to Nada,Drama,2011,90.1540179610069,2423495.10647868,No,Lewis Gilbert Productions|Lionsgate|Modern VideoFilm
0.46351,From Prada to Nada,Romance,2011,90.1540179610069,2423495.10647868,No,Lewis Gilbert Productions|Lionsgate|Modern VideoFilm
0.455555,Dolphin Tale,Drama,2011,35867727.5758845,92484835.7064197,No,Alcon Entertainment|Arc Productions
0.455555,Dolphin Tale,Family,2011,35867727.5758845,92484835.7064197,No,Alcon Entertainment|Arc Productions
0.44615,Xin shao lin si,Action,2011,28112543.2351527,32632724.1636034,No,Emperor Motion Pictures|China Film Group Corporation (CFGC)
0.44615,Xin shao lin si,Drama,2011,28112543.2351527,32632724.1636034,No,Emperor Motion Pictures|China Film Group Corporation (CFGC)
0.436803,Fast Five,Action,2011,121174755.323934,606976636.537776,No,Universal Pictures
0.436803,Fast Five,Thriller,2011,121174755.323934,606976636.537776,No,Universal Pictures
0.436803,Fast Five,Crime,2011,121174755.323934,606976636.537776,No,Universal Pictures
0.4345060000000001,Nuit Blanche,Action,2011,2423495.10647868,3255.23862702216,No,Procirep|Canal+|Film Fund Luxembourg|Centre National de la Cinématographie (CNC)|Media Programme of the European Community
0.4345060000000001,Nuit Blanche,Comedy,2011,2423495.10647868,3255.23862702216,No,Procirep|Canal+|Film Fund Luxembourg|Centre National de la Cinématographie (CNC)|Media Programme of the European Community
0.4345060000000001,Nuit Blanche,Thriller,2011,2423495.10647868,3255.23862702216,No,Procirep|Canal+|Film Fund Luxembourg|Centre National de la Cinématographie (CNC)|Media Programme of the European Community
0.4345060000000001,Nuit Blanche,Romance,2011,2423495.10647868,3255.23862702216,No,Procirep|Canal+|Film Fund Luxembourg|Centre National de la Cinématographie (CNC)|Media Programme of the European Community
0.43132,In the Land of Blood and Honey,Drama,2011,9693980.42591472,294577.768988569,No,FilmDistrict
0.43132,In the Land of Blood and Honey,Romance,2011,9693980.42591472,294577.768988569,No,FilmDistrict
0.43132,In the Land of Blood and Honey,War,2011,9693980.42591472,294577.768988569,No,FilmDistrict
0.429826,Another Happy Day,Comedy,2011,3877592.17036589,344803.250973276,No,Filmula
0.429826,Another Happy Day,Drama,2011,3877592.17036589,344803.250973276,No,Filmula
0.423412,Jumping the Broom,Comedy,2011,6398027.08110372,36556591.5189304,No,TriStar Pictures|Stage 6 Films|Sony Pictures Worldwide Acquisitions (SPWA)|TDJ Enterprises / New Dimensions Entertainment|Our Stories Films
0.4192010000000001,Silent House,Horror,2011,1938796.08518294,12700735.1914755,No,Elle Driver|Tazora Films
0.4192010000000001,Silent House,Mystery,2011,1938796.08518294,12700735.1914755,No,Elle Driver|Tazora Films
0.414629,Wuthering Heights,Drama,2011,7755184.34073178,97826.8034681184,Yes,Ecosse Films|Film4 Productions
0.414629,Wuthering Heights,Romance,2011,7755184.34073178,97826.8034681184,Yes,Ecosse Films|Film4 Productions
0.5245270000000001,"Your Sister's Sister",Drama,2011,121174.755323934,3102073.73629271,No,Ada Films
0.5245270000000001,"Your Sister's Sister",Comedy,2011,121174.755323934,3102073.73629271,No,Ada Films
0.410616,Monte Carlo,Adventure,2011,19387960.8518294,16891760.8921564,No,Dune Entertainment|Regency Enterprises|Fox 2000 Pictures|DiNovi Pictures|Dune Entertainment III
0.410616,Monte Carlo,Comedy,2011,19387960.8518294,16891760.8921564,No,Dune Entertainment|Regency Enterprises|Fox 2000 Pictures|DiNovi Pictures|Dune Entertainment III
0.410616,Monte Carlo,Romance,2011,19387960.8518294,16891760.8921564,No,Dune Entertainment|Regency Enterprises|Fox 2000 Pictures|DiNovi Pictures|Dune Entertainment III
0.410207,Win Win,Drama,2011,10499717.9051696,10328339.9640159,No,Fox Searchlight Pictures|Next Wednesday Productions|Groundswell Productions|Everest Entertainment
0.410207,Win Win,Comedy,2011,10499717.9051696,10328339.9640159,No,Fox Searchlight Pictures|Next Wednesday Productions|Groundswell Productions|Everest Entertainment
0.395082,Margaret,Drama,2011,13571572.5962806,45072.1619902905,No,Fox Searchlight Pictures|Scott Rudin Productions|Mirage Enterprises|Gilbert Films
0.381174,The Double,Drama,2011,16479766.724055,3583120.06576396,No,Industry Entertainment|Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Agent Two|Brandt/Haas Productions
0.381174,The Double,Action,2011,16479766.724055,3583120.06576396,No,Industry Entertainment|Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Agent Two|Brandt/Haas Productions
0.381174,The Double,Thriller,2011,16479766.724055,3583120.06576396,No,Industry Entertainment|Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Agent Two|Brandt/Haas Productions
0.381174,The Double,Crime,2011,16479766.724055,3583120.06576396,No,Industry Entertainment|Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Agent Two|Brandt/Haas Productions
0.381174,The Double,Mystery,2011,16479766.724055,3583120.06576396,No,Industry Entertainment|Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Agent Two|Brandt/Haas Productions
